#,Ticker,MCap
909,HOLI,$1.17 B
910,DMLP,$1.16 B
911,OMP,"$1.16 B                                                (Jan. 1, 2022)"
912,KFRC,$1.16 B
913,FTOC,"$1.16 B                                                (Feb. 18, 2021)"
914,OBNK,$1.16 B
915,CGC,$1.16 B
916,ZNTL,$1.15 B
917,SBSI,$1.15 B
918,FORTY,$1.15 B
919,MATW,$1.15 B
920,LGND,$1.15 B
921,AUDC,"$1.14 B                                                (Jan. 1, 2022)"
922,ANDE,$1.14 B
923,NTUS,"$1.14 B                                                (July 1, 2022)"
924,TELL,$1.13 B
925,EVBG,$1.13 B
926,MTSC,"$1.13 B                                                (Feb. 18, 2021)"
927,FRG,$1.13 B
928,PLRX,$1.12 B
929,PDFS,$1.12 B
930,BBIO,$1.11 B
931,SSP,$1.11 B
932,GABC,$1.11 B
933,PLAB,$1.11 B
934,COWN,$1.09 B
935,ACRS,$1.09 B
936,PLL,$1.09 B
937,IGMS,$1.08 B
938,DCBO,$1.08 B
939,RADI,$1.08 B
940,NSSC,$1.08 B
941,SPTN,$1.08 B
942,QURE,$1.08 B
943,CAMT,$1.08 B
944,RDNT,$1.08 B
945,UPST,$1.07 B
946,GDEN,$1.07 B
947,RGNX,$1.06 B
948,MBIN,$1.06 B
949,BRKL,$1.06 B
950,HFWA,$1.05 B
951,OPEN,$1.05 B
952,MGIC,"$1.05 B                                                (Jan. 1, 2022)"
953,MGI,$1.05 B
954,ARKO,$1.05 B
955,ATRI,$1.05 B
956,NBLX,"$1.05 B                                                (Feb. 18, 2021)"
957,AFINO,"$1.04 B                                                (June 1, 2022)"
958,AFIN,"$1.04 B                                                (June 1, 2022)"
959,NCBS,"$1.04 B                                                (July 1, 2022)"
960,NVAX,$1.04 B
961,CCRN,$1.04 B
962,CMCO,$1.04 B
963,VEON,$1.04 B
964,NRC,$1.04 B
965,SKYW,$1.03 B
966,INBX,$1.03 B
967,STRL,$1.03 B
968,VECO,$1.03 B
969,PLYA,$1.02 B
970,CYRX,$1.02 B
971,HCSG,$1.02 B
972,LPRO,$1.02 B
973,PFBC,$1.02 B
974,ALLO,$1.02 B
975,MLAB,$1.02 B
976,CDMO,$1.02 B
977,SHYF,$1.02 B
978,BYND,$1.02 B
979,LMAT,$1.01 B
980,CNDT,$1.01 B
981,RILY,$1.01 B
982,ENTA,$1.01 B
983,KNSA,$1.01 B
984,PRDO,$1.01 B
985,AMSF,$1.01 B
986,NYMT,$1.01 B
987,ALTM,"$1.01 B                                                (Jan. 1, 2022)"
988,CNOB,$1.01 B
989,FMTX,"$1.01 B                                                (Oct. 1, 2022)"
990,MAXN,$1.01 B
991,RIOT,$1.01 B
992,MORF,$1.01 B
993,BLFS,$1.01 B
994,KIDS,$1.01 B
995,BPFH,"$1.00 B                                                (Feb. 18, 2021)"
996,IOVA,$1.00 B
997,APOG,$1.00 B
998,IMGN,$1.00 B
999,OSW,$996.0 M
"1,000",BLU,$991.6 M
"1,001",GNMK,"$990.5 M                                                (Feb. 18, 2021)"
"1,002",PFC,$988.7 M
"1,003",NWLI,$988.1 M
"1,004",FLGT,$986.2 M
"1,005",JBSS,$980.7 M
"1,006",MARA,$978.0 M
"1,007",KURA,$976.7 M
"1,008",OFLX,$976.3 M
"1,009",TITN,$974.1 M
"1,010",CRNX,$970.7 M
"1,011",EH,$968.6 M
"1,012",COLL,$968.5 M
"1,013",AACQ,"$961.8 M                                                (Feb. 18, 2021)"
"1,014",ATRS,"$955.1 M                                                (May 1, 2022)"
"1,015",XENT,"$954.9 M                                                (May 1, 2022)"
"1,016",FBMS,$949.2 M
"1,017",STKL,$948.8 M
"1,018",AMTBB,$946.7 M
"1,019",AMTB,$946.7 M
"1,020",OXLC,$943.4 M
"1,021",DFH,$942.4 M
"1,022",CRON,$941.1 M
"1,023",SCHN,$941.1 M
"1,024",CONX,$938.7 M
"1,025",OSTK,$937.7 M
"1,026",SUMO,$936.1 M
"1,027",PAE,"$935.8 M                                                (Feb. 1, 2022)"
"1,028",INVA,$933.0 M
"1,029",BMTC,"$929.9 M                                                (Dec. 1, 2021)"
"1,030",HIBB,$926.2 M
"1,031",SMMT,$924.1 M
"1,032",ULH,$922.9 M
"1,033",IIIV,$920.3 M
"1,034",IHRT,$918.1 M
"1,035",ORBC,"$915.8 M                                                (Aug. 1, 2021)"
"1,036",CENX,$914.4 M
"1,037",PRVB,$912.0 M
"1,038",COGT,$910.7 M
"1,039",ALBO,$910.7 M
"1,040",AMRK,$909.8 M
"1,041",SHEN,$906.8 M
"1,042",GSM,$906.6 M
"1,043",SSYS,$906.3 M
"1,044",CHY,$904.9 M
"1,045",VNET,$902.9 M
"1,046",AGEN,$899.2 M
"1,047",AMWD,$897.9 M
"1,048",AINV,$894.1 M
"1,049",UFPT,$893.4 M
"1,050",RAPT,$893.3 M
"1,051",ARCE,$892.9 M
"1,052",ASLE,$892.1 M
"1,053",ICHR,$888.6 M
"1,054",WINA,$887.5 M
"1,055",IDYA,$885.8 M
"1,056",ASTE,$881.7 M
"1,057",RICK,$877.8 M
"1,058",RDWR,$877.1 M
"1,059",CRAI,$875.0 M
"1,060",GPRO,$874.8 M
"1,061",IMXI,$872.8 M
"1,062",CIIC,"$871.7 M                                                (Feb. 18, 2021)"
"1,063",GDYN,$866.5 M
"1,064",PRTC,$865.0 M
"1,065",CRNC,$864.0 M
"1,066",CHI,$863.8 M
"1,067",VRAY,$861.7 M
"1,068",AOSL,$860.3 M
"1,069",ARQT,$860.3 M
"1,070",FFWM,$854.8 M
"1,071",AVO,$854.4 M
"1,072",QCRH,$851.0 M
"1,073",RBCAA,$850.7 M
"1,074",PHAR,$849.7 M
"1,075",HSKA,$849.4 M
"1,076",HCCI,$847.9 M
"1,077",AMRN,$844.0 M
"1,078",CTBI,$841.8 M
"1,079",QNST,$840.5 M
"1,080",LPSN,$839.2 M
"1,081",ALTA,"$833.6 M                                                (Oct. 1, 2021)"
"1,082",ACTC,"$831.5 M                                                (Feb. 18, 2021)"
"1,083",ABTX,"$830.9 M                                                (Sept. 1, 2022)"
"1,084",VREX,$829.8 M
"1,085",USLM,$829.5 M
"1,086",WASH,$829.2 M
"1,087",SLRC,$828.2 M
"1,088",CLCT,"$827.1 M                                                (Feb. 18, 2021)"
"1,089",BCYC,$826.3 M
"1,090",OPI,$826.1 M
"1,091",AVXL,$824.8 M
"1,092",SCSC,$820.5 M
"1,093",PEBO,$819.5 M
"1,094",HWKN,$818.9 M
"1,095",MERC,$817.8 M
"1,096",SLP,$817.8 M
"1,097",SGH,$815.5 M
"1,098",CHRS,$812.8 M
"1,099",RPAY,$812.6 M
"1,100",MIRM,$811.1 M
"1,101",ROCC,$811.1 M
"1,102",JRVR,$805.4 M
"1,103",HTBK,$804.5 M
"1,104",IMOS,$804.2 M
"1,105",AEHR,$804.0 M
"1,106",PERI,"$803.5 M                                                (Jan. 1, 2022)"
"1,107",BTAI,$800.1 M
"1,108",NEXT,$799.9 M
"1,109",CMPR,$799.1 M
"1,110",IESC,$797.0 M
"1,111",LAWS,$795.0 M
"1,112",CRESY,$790.9 M
"1,113",BFC,$786.2 M
"1,114",VTRU,$780.2 M
"1,115",WETF,$774.4 M
"1,116",FPRX,"$774.4 M                                                (Feb. 18, 2021)"
"1,117",HAFC,$772.2 M
"1,118",AMBC,$769.9 M
"1,119",CGBD,$769.4 M
"1,120",QRTEA,$768.4 M
"1,121",QRTEB,$768.4 M
"1,122",ANIP,$767.1 M
"1,123",UVSP,$767.0 M
"1,124",ETAC,"$766.6 M                                                (Sept. 1, 2022)"
"1,125",TCPC,$766.0 M
"1,126",CDNA,$762.4 M
"1,127",TBPH,$761.2 M
"1,128",NFBK,$760.0 M
"1,129",UFCS,$757.9 M
"1,130",ADV,$757.7 M
"1,131",AMCX,$755.6 M
"1,132",TWCT,"$754.5 M                                                (Aug. 1, 2021)"
"1,133",AERI,"$753.6 M                                                (Nov. 1, 2022)"
"1,134",BIGC,$752.3 M
"1,135",ADMA,$751.1 M
"1,136",SNBR,$750.9 M
"1,137",ATNI,$750.2 M
"1,138",ANAB,$750.0 M
"1,139",SP,$746.2 M
"1,140",PUBM,$745.9 M
"1,141",HSTM,$745.1 M
"1,142",BOMN,"$741.6 M                                                (April 1, 2022)"
"1,143",GIII,$739.9 M
"1,144",TRST,$737.3 M
"1,145",CTIC,$737.3 M
"1,146",AGC,"$735.5 M                                                (Dec. 1, 2021)"
"1,147",OSBC,$735.0 M
"1,148",BJRI,$733.1 M
"1,149",GSBC,$732.5 M
"1,150",ALEC,$721.2 M
"1,151",SGOC,"$717.9 M                                                (June 1, 2022)"
"1,152",CBTX,"$717.2 M                                                (Dec. 1, 2022)"
"1,153",CSTL,$717.0 M
"1,154",MRUS,$714.5 M
"1,155",FULC,$713.1 M
"1,156",FDMT,$711.9 M
"1,157",AMAL,$711.6 M
"1,158",BPYU,"$710.2 M                                                (July 1, 2021)"
"1,159",TA,$708.2 M
"1,160",CEVA,$707.5 M
"1,161",DYN,$704.8 M
"1,162",VKTX,$704.0 M
"1,163",JOUT,$704.0 M
"1,164",SCVL,$703.6 M
"1,165",FORR,$703.2 M
"1,166",BROG,$701.4 M
"1,167",EGLE,$700.9 M
"1,168",KRNY,$698.7 M
"1,169",NESR,$698.0 M
"1,170",HONE,$697.5 M
"1,171",GRSV,"$695.0 M                                                (Aug. 1, 2021)"
"1,172",DENN,$694.2 M
"1,173",ATEX,$693.2 M
"1,174",OFIX,$691.4 M
"1,175",BLNK,$690.2 M
"1,176",HBNC,$690.2 M
"1,177",CFII,"$690.1 M                                                (Feb. 18, 2021)"
"1,178",THRY,$688.1 M
"1,179",MCRB,$682.8 M
"1,180",HA,$682.2 M
"1,181",NAKD,"$681.9 M                                                (June 1, 2022)"
"1,182",BBSI,$679.0 M
"1,183",HAYN,$678.6 M
"1,184",ITOS,$678.4 M
"1,185",ALLK,$676.5 M
"1,186",HCKT,$675.9 M
"1,187",ICPT,$675.3 M
"1,188",FLWS,$674.1 M
"1,189",FMBH,$672.6 M
"1,190",BOWX,"$672.2 M                                                (Oct. 1, 2021)"
"1,191",IMTX,$670.8 M
"1,192",GOOD,$669.2 M
"1,193",RDFN,$668.8 M
"1,194",IEA,"$667.0 M                                                (Oct. 1, 2022)"
"1,195",CASS,$666.3 M
"1,196",ACCD,$666.0 M
"1,197",BRY,$664.8 M
"1,198",HCAT,$663.6 M
"1,199",VITL,$663.5 M
"1,200",APXT,"$662.2 M                                                (Feb. 18, 2021)"
"1,201",KELYB,$658.9 M
"1,202",KELYA,$658.9 M
"1,203",ACBI,"$657.6 M                                                (March 1, 2022)"
"1,204",PGC,$653.6 M
"1,205",VSEC,$652.4 M
"1,206",INDT,$651.8 M
"1,207",GRIF,$651.8 M
"1,208",NNDM,$651.3 M
"1,209",FARO,$651.1 M
"1,210",BSTC,"$650.2 M                                                (Feb. 18, 2021)"
"1,211",YORW,$648.6 M
"1,212",USAT,"$647.3 M                                                (Feb. 18, 2021)"
"1,213",ALT,$647.3 M
"1,214",CATC,$647.1 M
"1,215",ZYXI,$644.5 M
"1,216",ACMR,$643.4 M
"1,217",SVA,$642.4 M
"1,218",CNBKA,"$642.1 M                                                (Nov. 1, 2021)"
"1,219",CMLF,"$642.0 M                                                (July 1, 2021)"
"1,220",TILE,$641.6 M
"1,221",AMOT,$638.8 M
"1,222",TIGR,$637.4 M
"1,223",CUTR,$636.3 M
"1,224",BLUE,$635.1 M
"1,225",HIFS,$635.0 M
"1,226",ABST,$626.6 M
"1,227",PTSI,$621.7 M
"1,228",TRNS,$618.2 M
"1,229",PSTX,$618.0 M
"1,230",CAC,$616.7 M
"1,231",LBC,$616.5 M
"1,232",OPRA,$616.3 M
"1,233",IIIN,$616.0 M
"1,234",LX,$615.9 M
"1,235",SIGA,$614.9 M
"1,236",TRVG,$607.0 M
"1,237",CMBM,$606.9 M
"1,238",CFB,$604.8 M
"1,239",MSBI,$604.2 M
"1,240",SCWX,$602.7 M
"1,241",VSPR,"$602.0 M                                                (Feb. 18, 2021)"
"1,242",RUTH,$601.3 M
"1,243",KE,$600.7 M
"1,244",LIND,$599.4 M
"1,245",PTGX,$598.7 M
"1,246",BAND,$597.1 M
"1,247",FFIC,$597.0 M
"1,248",TPIC,$596.5 M
"1,249",RXT,$595.3 M
"1,250",PAHC,$595.0 M
"1,251",SSPK,"$595.0 M                                                (Feb. 18, 2021)"
"1,252",CCB,$594.4 M
"1,253",HEC,"$594.1 M                                                (Feb. 18, 2021)"
"1,254",RGP,$593.3 M
"1,255",CLOV,$592.7 M
"1,256",MOR,$592.1 M
"1,257",NTGR,$591.3 M
"1,258",EBIX,$590.6 M
"1,259",RBNC,"$588.5 M                                                (Dec. 1, 2021)"
"1,260",SLN,"$588.4 M                                                (Nov. 1, 2021)"
"1,261",CHUY,$587.9 M
"1,262",CSWC,$587.9 M
"1,263",CSII,$586.4 M
"1,264",CCD,$583.9 M
"1,265",CARA,$583.0 M
"1,266",HSII,$581.7 M
"1,267",AMRS,$581.6 M
"1,268",HBT,$581.1 M
"1,269",TWOU,$581.1 M
"1,270",EDIT,$579.7 M
"1,271",BDSI,"$577.1 M                                                (March 1, 2022)"
"1,272",MRSN,$573.7 M
"1,273",SRRK,$572.9 M
"1,274",CBAY,$572.5 M
"1,275",FNKO,$569.5 M
"1,276",TSCAP,"$568.6 M                                                (June 1, 2022)"
"1,277",TSC,"$568.6 M                                                (June 1, 2022)"
"1,278",ARTNA,$567.8 M
"1,279",DXPE,$567.3 M
"1,280",CVGW,$566.5 M
"1,281",DOYU,$565.1 M
"1,282",TSIA,"$563.9 M                                                (Feb. 18, 2021)"
"1,283",KRUS,$562.7 M
"1,284",DHIL,$562.5 M
"1,285",MTLS,$561.7 M
"1,286",SGMO,$561.3 M
"1,287",OXFD,"$558.8 M                                                (Feb. 18, 2021)"
"1,288",IMAB,$558.0 M
"1,289",AROW,$557.5 M
"1,290",AEGN,$557.4 M
"1,291",CERS,$557.1 M
"1,292",MBWM,$556.6 M
"1,293",TIPT,$556.1 M
"1,294",SIBN,$555.7 M
"1,295",ETNB,$555.2 M
"1,296",API,$555.2 M
"1,297",FATE,$555.1 M
"1,298",HAAC,"$554.0 M                                                (Nov. 1, 2022)"
"1,299",VINP,$553.6 M
"1,300",THFF,$553.4 M
"1,301",CCBG,$553.1 M
"1,302",SG,$552.3 M
"1,303",NRIX,$549.7 M
"1,304",PFLT,$549.6 M
"1,305",BFST,$547.3 M
"1,306",ARDX,$546.1 M
"1,307",ALVR,$545.0 M
"1,308",PSAC,"$544.6 M                                                (Feb. 18, 2021)"
"1,309",FCBC,$544.3 M
"1,310",LASR,$542.8 M
"1,311",CALT,$542.0 M
"1,312",ANGO,$539.3 M
"1,313",RPTX,$539.2 M
"1,314",MCBS,$537.6 M
"1,315",BNGO,$537.4 M
"1,316",SNDL,$535.7 M
"1,317",EVER,$535.1 M
"1,318",VFF,"$534.1 M                                                (Dec. 1, 2021)"
"1,319",SOHU,$534.0 M
"1,320",TPCO,"$533.7 M                                                (Feb. 18, 2021)"
"1,321",INGN,$533.6 M
"1,322",SRNE,$533.2 M
"1,323",DSPG,"$532.7 M                                                (Dec. 1, 2021)"
"1,324",HMST,$532.1 M
"1,325",PAND,"$531.4 M                                                (Feb. 18, 2021)"
"1,326",LQDT,$530.5 M
"1,327",PRPL,$528.2 M
"1,328",BMRC,$528.0 M
"1,329",ARCT,$527.9 M
"1,330",FRPH,$527.6 M
"1,331",VTNR,$522.1 M
"1,332",AVEO,$521.4 M
"1,333",EQBK,$521.3 M
"1,334",MOFG,$520.3 M
"1,335",RBBN,$514.5 M
"1,336",UROV,"$514.2 M                                                (Feb. 18, 2021)"
"1,337",SRDX,$511.8 M
"1,338",IBCP,$511.0 M
"1,339",XONE,"$511.0 M                                                (Nov. 1, 2021)"
"1,340",FSRV,"$510.6 M                                                (Feb. 18, 2021)"
"1,341",ITMR,"$510.1 M                                                (Dec. 1, 2021)"
"1,342",CCNE,$509.8 M
"1,343",ESPR,$508.0 M
"1,344",OSPN,$507.7 M
"1,345",EXPC,"$507.0 M                                                (Feb. 18, 2021)"
"1,346",CAN,$506.9 M
"1,347",MCFT,$506.5 M
"1,348",VERU,$505.5 M
"1,349",VALU,$504.8 M
"1,350",CNSL,$503.7 M
"1,351",LEGH,$501.8 M
"1,352",AMSWA,$501.4 M
"1,353",CGEM,$498.9 M
"1,354",GEVO,$497.0 M
"1,355",CRMT,$496.9 M
"1,356",SFIX,$495.3 M
"1,357",WRLD,$494.5 M
"1,358",FCAC,"$492.1 M                                                (Feb. 18, 2021)"
"1,359",AKUS,"$491.0 M                                                (Nov. 1, 2022)"
"1,360",RMR,$490.4 M
"1,361",PEIX,"$490.3 M                                                (Feb. 18, 2021)"
"1,362",BLBD,$490.1 M
"1,363",CVLG,$489.9 M
"1,364",SPFI,$489.8 M
"1,365",QTRX,$488.8 M
"1,366",DOMO,$488.1 M
"1,367",BWB,$487.8 M
"1,368",FMNB,$486.8 M
"1,369",EZPW,$486.7 M
"1,370",MPB,$485.9 M
"1,371",FDUS,$485.6 M
"1,372",EOLS,$485.4 M
"1,373",WISH,$485.3 M
"1,374",THBR,"$484.7 M                                                (Feb. 18, 2021)"
"1,375",RMBL,"$484.3 M                                                (April 1, 2022)"
"1,376",ZIXI,"$483.3 M                                                (Dec. 1, 2021)"
"1,377",BDGE,"$482.7 M                                                (Feb. 18, 2021)"
"1,378",SVAC,"$482.6 M                                                (July 1, 2021)"
"1,379",RDUS,"$480.0 M                                                (Aug. 1, 2022)"
"1,380",SENEB,$479.9 M
"1,381",SENEA,$479.9 M
"1,382",MESO,$476.4 M
"1,383",PLCE,$475.8 M
"1,384",ZUMZ,$475.6 M
"1,385",HDSN,$475.1 M
"1,386",IBEX,$475.0 M
"1,387",QK,"$474.6 M                                                (Nov. 1, 2022)"
"1,388",DGICA,$474.0 M
"1,389",DGICB,$474.0 M
"1,390",NSTG,$473.0 M
"1,391",ALRS,$471.1 M
"1,392",SWBI,$470.2 M
"1,393",APEN,$467.9 M
"1,394",INO,$467.8 M
"1,395",WVE,$466.7 M
"1,396",NNOX,$466.2 M
"1,397",NKTR,$466.1 M
"1,398",ONEW,$465.3 M
"1,399",VACQ,"$462.8 M                                                (Aug. 1, 2021)"
"1,400",MSON,"$462.5 M                                                (Oct. 1, 2021)"
"1,401",GOEV,$462.3 M
"1,402",BBBY,$462.2 M
"1,403",GAIN,$461.1 M
"1,404",FLXN,"$461.0 M                                                (Nov. 1, 2021)"
"1,405",SMBK,$458.9 M
"1,406",STXB,"$458.3 M                                                (April 1, 2022)"
"1,407",NEWT,$457.0 M
"1,408",TACO,"$455.9 M                                                (March 1, 2022)"
"1,409",ZEUS,$454.8 M
"1,410",ANIK,$452.9 M
"1,411",POWL,$451.3 M
"1,412",GCBC,$450.0 M
"1,413",CCAP,$449.6 M
"1,414",AXGN,$449.1 M
"1,415",ABUS,$448.9 M
"1,416",KZR,$448.7 M
"1,417",RADA,"$447.2 M                                                (Jan. 1, 2022)"
"1,418",MITK,$446.8 M
"1,419",SOLY,"$444.9 M                                                (Dec. 1, 2021)"
"1,420",BZUN,$444.5 M
"1,421",BTAQU,"$443.6 M                                                (March 1, 2022)"
"1,422",BTAQ,"$443.6 M                                                (March 1, 2022)"
"1,423",LXRX,$441.6 M
"1,424",SMBC,$441.2 M
"1,425",STRO,$439.1 M
"1,426",METC,$439.0 M
"1,427",EBTC,$436.5 M
"1,428",PGEN,$435.0 M
"1,429",VNDA,$434.0 M
"1,430",LUXA,"$433.4 M                                                (Oct. 1, 2022)"
"1,431",ATLC,$429.9 M
"1,432",BELFA,$428.3 M
"1,433",BELFB,$428.3 M
"1,434",SSTI,$428.2 M
"1,435",KOD,$427.4 M
"1,436",MDCA,"$426.0 M                                                (June 1, 2022)"
"1,437",FLIC,$425.3 M
"1,438",AVDL,$425.0 M
"1,439",GLDD,$424.8 M
"1,440",DMRC,$424.4 M
"1,441",NGM,$424.2 M
"1,442",BOOM,$424.1 M
"1,443",GNTY,$421.4 M
"1,444",EGRX,$418.9 M
"1,445",PLPC,$418.7 M
"1,446",LOCO,$418.3 M
"1,447",XPER,$417.7 M
"1,448",PETS,$417.6 M
"1,449",HROW,$416.5 M
"1,450",LQDA,$415.3 M
"1,451",BLCT,"$414.9 M                                                (Aug. 1, 2022)"
"1,452",CPSI,$414.7 M
"1,453",KIN,"$414.6 M                                                (July 1, 2021)"
"1,454",CMPS,$413.8 M
"1,455",ATAX,$413.8 M
"1,456",LMRK,"$413.4 M                                                (Dec. 1, 2021)"
"1,457",PUYI,$412.7 M
"1,458",MVIS,$412.6 M
"1,459",ALLT,"$410.8 M                                                (Jan. 1, 2022)"
"1,460",AVIR,$409.8 M
"1,461",LAND,$409.8 M
"1,462",LANDM,$409.8 M
"1,463",SIFY,$409.3 M
"1,464",EDAP,$408.8 M
"1,465",WTBA,$408.3 M
"1,466",PNNT,$407.7 M
"1,467",ALXO,$407.1 M
"1,468",HBMD,"$406.8 M                                                (Jan. 1, 2022)"
"1,469",IGIC,$406.8 M
"1,470",CDXS,$406.3 M
"1,471",QELL,"$405.7 M                                                (Sept. 1, 2021)"
"1,472",DJCO,$405.4 M
"1,473",CCCC,$405.4 M
"1,474",SPKE,"$404.5 M                                                (Sept. 1, 2021)"
"1,475",PFHD,$403.9 M
"1,476",CECE,$402.2 M
"1,477",ALPN,$401.8 M
"1,478",CYBE,"$401.0 M                                                (Nov. 1, 2022)"
"1,479",LOVE,$399.6 M
"1,480",GBLI,$399.0 M
"1,481",RBB,$398.7 M
"1,482",MDXG,$398.4 M
"1,483",CARE,$397.6 M
"1,484",GILT,"$396.5 M                                                (Jan. 1, 2022)"
"1,485",TREE,$396.5 M
"1,486",RMNI,$396.4 M
"1,487",DZSI,$395.5 M
"1,488",AMNB,$394.5 M
"1,489",CSTR,$394.0 M
"1,490",KOR,"$393.9 M                                                (Jan. 1, 2022)"
"1,491",CHW,$392.8 M
"1,492",IRCP,"$391.6 M                                                (May 1, 2022)"
"1,493",FIII,"$391.6 M                                                (Feb. 18, 2021)"
"1,494",RSVA,"$390.1 M                                                (Feb. 18, 2021)"
"1,495",WSBF,$389.2 M
"1,496",TARS,$387.8 M
"1,497",BBIG,"$386.4 M                                                (April 1, 2022)"
"1,498",HOL,"$386.2 M                                                (Feb. 18, 2021)"
"1,499",NIU,$385.4 M
"1,500",SMTI,$384.0 M
"1,501",IRMD,$382.3 M
"1,502",HTBI,$381.8 M
"1,503",CBMG,"$381.8 M                                                (Feb. 18, 2021)"
"1,504",HRTX,$381.6 M
"1,505",WLFC,$380.5 M
"1,506",SPWH,$380.4 M
"1,507",CHPM,"$380.2 M                                                (April 1, 2022)"
"1,508",ADXS,$378.7 M
"1,509",TUSK,$378.0 M
"1,510",FANH,$377.9 M
"1,511",ALDX,$377.7 M
"1,512",OSUR,$377.6 M
"1,513",FMAO,$376.1 M
"1,514",PMVP,$375.4 M
"1,515",SIC,"$374.4 M                                                (Oct. 1, 2021)"
"1,516",GTYH,"$374.3 M                                                (June 1, 2022)"
"1,517",AMYT,"$372.9 M                                                (Jan. 1, 2022)"
"1,518",FISI,$372.8 M
"1,519",CMTL,$372.5 M
"1,520",ACET,$372.4 M
"1,521",ADMS,"$371.8 M                                                (Nov. 1, 2021)"
"1,522",MCBC,$371.2 M
"1,523",PRTS,$371.0 M
"1,524",ATRA,$369.1 M
"1,525",HLG,"$368.6 M                                                (Sept. 1, 2022)"
"1,526",PFIS,$368.0 M
"1,527",DGNS,"$367.6 M                                                (Dec. 1, 2021)"
"1,528",CGEN,"$367.4 M                                                (Jan. 1, 2022)"
"1,529",GXGX,"$366.9 M                                                (Feb. 18, 2021)"
"1,530",STOK,$365.9 M
"1,531",PHAT,$365.8 M
"1,532",AUTL,$363.4 M
"1,533",SCPL,$362.7 M
"1,534",FTIV,"$362.3 M                                                (Feb. 18, 2021)"
"1,535",AVNW,$361.3 M
"1,536",TCX,$361.2 M
"1,537",GLAD,$360.6 M
"1,538",SPNE,$360.2 M
"1,539",INSE,$359.3 M
"1,540",RRBI,$357.4 M
"1,541",BNR,$357.4 M
"1,542",CZNC,$357.1 M
"1,543",DCRB,"$356.9 M                                                (Feb. 18, 2021)"
"1,544",QIWI,$355.6 M
"1,545",LYTS,$355.6 M
"1,546",NVEC,$355.0 M
"1,547",BBCP,$354.9 M
"1,548",THCB,"$354.7 M                                                (June 1, 2022)"
"1,549",VYGR,$354.6 M
"1,550",PCOM,"$354.0 M                                                (June 1, 2022)"
"1,551",SHBI,$352.8 M
"1,552",CIVB,$352.3 M
"1,553",KPTI,$352.1 M
"1,554",ATRO,$351.9 M
"1,555",NWPX,$351.8 M
"1,556",BNFT,$350.5 M
"1,557",WKHS,$349.5 M
"1,558",ORGO,$348.2 M
"1,559",SFST,$347.5 M
"1,560",CLAR,$347.0 M
"1,561",PRTH,$345.8 M
"1,562",VSTA,$345.7 M
"1,563",ESQ,$345.4 M
"1,564",CASA,$345.4 M
"1,565",VLGEA,$343.4 M
"1,566",VUZI,$341.3 M
"1,567",GWRS,$341.0 M
"1,568",SEER,$340.8 M
"1,569",MGTX,$338.9 M
"1,570",LLNW,$338.8 M
"1,571",GTHX,$336.9 M
"1,572",HBCP,$335.4 M
"1,573",MHLD,$334.6 M
"1,574",RDVT,$334.3 M
"1,575",GRVY,$334.1 M
"1,576",PETQ,$333.8 M
"1,577",KSMT,"$333.1 M                                                (Aug. 1, 2021)"
"1,578",CNCE,$330.8 M
"1,579",RELL,$330.8 M
"1,580",EXFO,"$330.4 M                                                (Aug. 1, 2021)"
"1,581",GBIO,$329.2 M
"1,582",CBNK,$329.1 M
"1,583",LUNG,$328.5 M
"1,584",UTMD,$326.9 M
"1,585",HNRG,$326.2 M
"1,586",OTLK,$325.9 M
"1,587",FNLC,$325.4 M
"1,588",SLCT,"$325.3 M                                                (Oct. 1, 2021)"
"1,589",MGNX,$325.2 M
"1,590",CRSA,"$325.0 M                                                (Feb. 18, 2021)"
"1,591",ACNB,$324.3 M
"1,592",FHTX,$324.0 M
"1,593",SVOKU,"$323.4 M                                                (Dec. 1, 2021)"
"1,594",CABA,$323.2 M
"1,595",HRZN,$322.9 M
"1,596",WW,$322.3 M
"1,597",IPHA,$321.6 M
"1,598",GLRE,$321.4 M
"1,599",PNTG,$320.5 M
"1,600",BSRR,$320.4 M
"1,601",SILC,$320.2 M
"1,602",OPRX,$319.7 M
"1,603",SMMF,$319.7 M
"1,604",OCUL,$318.1 M
"1,605",WHF,$317.7 M
"1,606",NBN,$317.1 M
"1,607",EGAN,$316.5 M
"1,608",NOVS,"$315.6 M                                                (Feb. 18, 2021)"
"1,609",NGMS,$314.0 M
"1,610",TEKK,"$313.7 M                                                (Oct. 1, 2022)"
"1,611",ANNX,$312.9 M
"1,612",BTNB,"$311.3 M                                                (June 1, 2022)"
"1,613",LEVL,"$311.0 M                                                (March 1, 2022)"
"1,614",SBT,$310.4 M
"1,615",FLL,$309.8 M
"1,616",BCBP,$309.1 M
"1,617",GPP,$308.3 M
"1,618",NRIM,$307.4 M
"1,619",TIG,$307.3 M
"1,620",ADAP,$306.4 M
"1,621",ITIC,$306.1 M
"1,622",RIGL,$305.9 M
"1,623",MASS,$305.1 M
"1,624",LUNA,$303.9 M
"1,625",VMD,$303.4 M
"1,626",DFPH,"$303.2 M                                                (Nov. 1, 2021)"
"1,627",INAQ,$303.0 M
"1,628",FOSL,$301.7 M
"1,629",KMDA,"$300.4 M                                                (Jan. 1, 2022)"
"1,630",LCAP,"$300.2 M                                                (April 1, 2022)"
"1,631",OYST,"$299.9 M                                                (Dec. 1, 2022)"
"1,632",BTWN,$298.5 M
"1,633",OGI,$298.3 M
